Age,Birthplace,Degree,GADT_Cat,GAD_T,Game,Gender,Hours,League_clean,Narcissism,Narcissism_Cat,Platform,Playstyle_clean,Residence,SPINT_Cat,SPIN_T,SWLT_Cat,SWL_T,Work,earnings_clean,whyplay_clean
19,Norway,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,7.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Norway,None,5.0,Slightly satisfied,24,Student at school,Fun,fun
22,Denmark,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Denmark,None,18.0,Satisfied,30,Student at college / university,Fun,fun
23,UK,Bachelor (or equivalent),mild anxiety,6,League of Legends,Male,25.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,UK,None,8.0,Satisfied,30,Student at college / university,Fun,fun
21,UK,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,30.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,UK,None,18.0,Slightly dissatisfied,18,Student at college / university,Fun,winning
20,France,Bachelor (or equivalent),minimal anxiety,3,League of Legends,Male,10.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,France,Moderate,32.0,Satisfied,30,Student at college / university,Fun,fun
21,Poland,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Male,40.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Poland,Moderate,39.0,Satisfied,29,Employed,Fun,winning
21,Norway,Bachelor (or equivalent),mild anxiety,9,League of Legends,Male,18.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Norway,None,16.0,Extremely dissatisfied,9,Employed,Fun,winning
19,Denmark,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,16.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,None,16.0,Slightly satisfied,22,Employed,Earning while playing,improving
38,Netherlands,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,12.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Netherlands,None,6.0,Satisfied,29,Employed,Fun,relaxing
21,Germany,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,30.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Germany,Moderate,33.0,Slightly dissatisfied,15,Student at college / university,Fun,improving
19,Unknown,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,40.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,13.0,Slightly dissatisfied,16,Unemployed / between jobs,Hoping to earn,improving
33,USA,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Mild,21.0,Slightly dissatisfied,18,Employed,Fun,winning
27,Canada,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,12.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,Moderate,33.0,Satisfied,30,Employed,Fun,fun
18,UK,None,minimal anxiety,4,League of Legends,Male,21.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,Mild,25.0,Satisfied,29,Student at college / university,Fun,fun
18,Thailand,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Female,16.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,22.0,Extremely satisfied,31,Student at school,Fun,winning
19,Hong Kong,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,16.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,UK,Mild,27.0,Slightly satisfied,21,Student at college / university,Fun,winning
20,Portugal,Bachelor (or equivalent),severe anxiety,15,League of Legends,Male,25.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Portugal,None,18.0,dissatisfied,12,Unemployed / between jobs,Fun,fun
26,Colombia,Master (or equivalent),minimal anxiety,3,League of Legends,Male,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Colombia,None,13.0,Slightly dissatisfied,17,Student at college / university,Fun,improving
19,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,10.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,20.0,Slightly satisfied,22,Student at college / university,Fun,fun
18,Germany,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,5.0,Slightly dissatisfied,17,Student at college / university,Fun,fun
23,France,Master (or equivalent),minimal anxiety,4,League of Legends,Male,30.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,France,Mild,26.0,Extremely dissatisfied,9,Employed,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Female,10.0,unranked,3.0,Moderately True of me,PC,singleplayer,USA,Severe,44.0,dissatisfied,12,Student at college / university,Fun,fun
20,Canada,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,None,15.0,Satisfied,30,Student at college / university,Fun,fun
23,Poland,Bachelor (or equivalent),mild anxiety,6,League of Legends,Female,35.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Poland,None,1.0,Extremely satisfied,32,Student at college / university,Fun,relaxing
23,France,Bachelor (or equivalent),mild anxiety,6,League of Legends,Male,30.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,France,Moderate,32.0,dissatisfied,12,Student at college / university,Fun,fun
22,UK,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,14.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,UK,None,20.0,Slightly dissatisfied,15,Employed,Fun,fun
22,Denmark,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,40.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Denmark,None,11.0,Slightly satisfied,21,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Mild,29.0,Slightly dissatisfied,19,Unemployed / between jobs,Earning while playing,improving
26,USA,High school diploma (or equivalent),severe anxiety,18,League of Legends,Other,15.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,39.0,Slightly dissatisfied,16,Unemployed / between jobs,Fun,fun
18,Syria,None,minimal anxiety,1,League of Legends,Male,45.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,15.0,Extremely satisfied,31,Student at school,Earning while playing,improving
23,USA,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Mild,23.0,Satisfied,26,Student at college / university,Fun,fun
18,Germany,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,60.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Mild,27.0,Slightly dissatisfied,16,Student at school,Fun,improving
18,Kazakhstan,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,24.0,silver,5.0,Very True of me,PC,Multiplayer - online - with strangers,Kazakhstan,Moderate,35.0,Slightly satisfied,25,Unemployed / between jobs,Fun,improving
18,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,25.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,Moderate,37.0,Satisfied,26,Student at school,Fun,improving
18,Croatia,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,4.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Croatia,None,17.0,Slightly satisfied,21,Unemployed / between jobs,Fun,fun
20,Belgium,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,40.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Belgium,Severe,43.0,dissatisfied,11,Unemployed / between jobs,Fun,fun
21,Austria,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,12.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Austria,Mild,27.0,Satisfied,26,Student at college / university,Fun,fun
20,Germany,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,20.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,30.0,Slightly satisfied,22,Student at college / university,Fun,improving
19,Slovakia,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,15.0,master,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Slovakia,None,16.0,Satisfied,27,Student at college / university,Earning while playing,improving
20,Sweden,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,16.0,silver,2.0,Somewhat True of me,PC,singleplayer,Sweden,None,15.0,Slightly dissatisfied,15,Unemployed / between jobs,Fun,relaxing
21,USA,High school diploma (or equivalent),severe anxiety,21,League of Legends,Male,10.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,Severe,45.0,Slightly satisfied,24,Student at college / university,Fun,fun
20,France,None,minimal anxiety,4,League of Legends,Male,30.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,France,None,18.0,Extremely dissatisfied,6,Unemployed / between jobs,Fun,improving
19,USA,Bachelor (or equivalent),minimal anxiety,1,League of Legends,Female,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,17.0,Extremely satisfied,32,Student at college / university,Fun,improving
21,South Africa,High school diploma (or equivalent),moderate anxiety,14,League of Legends,Male,30.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,South Africa,Severe,41.0,Slightly dissatisfied,18,Student at college / university,Fun,improving
24,Netherlands,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,18.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Netherlands,Mild,22.0,Slightly satisfied,24,Unemployed / between jobs,Fun,improving
19,Finland,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,28.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Finland,Mild,24.0,Satisfied,30,Student at college / university,Fun,improving
21,USA,Bachelor (or equivalent),mild anxiety,6,League of Legends,Male,25.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,1.0,Extremely satisfied,34,Employed,Fun,all
19,USA,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,32.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,USA,None,13.0,Slightly satisfied,22,Student at college / university,Fun,winning
22,Sweden,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,25.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Unknown,Moderate,34.0,Slightly dissatisfied,17,Unemployed / between jobs,Fun,fun
25,Germany,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,14.0,diamond,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Germany,None,11.0,Slightly satisfied,25,Student at college / university,Fun,fun
20,Spain,High school diploma (or equivalent),severe anxiety,16,League of Legends,Male,8.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Spain,Moderate,35.0,Extremely dissatisfied,6,Unemployed / between jobs,Fun,improving
22,Germany,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,15.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Germany,None,12.0,Satisfied,26,Student at college / university,Fun,fun
19,Germany,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,17.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Germany,None,4.0,Satisfied,28,Employed,Fun,fun
20,Netherlands,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,7.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Netherlands,None,19.0,Slightly satisfied,23,Student at college / university,Fun,fun
18,Germany,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,18.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,None,8.0,Satisfied,28,Student at school,Fun,improving
20,Bosnia and Herzegovina,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,35.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Bosnia and Herzegovina,Mild,24.0,dissatisfied,12,Student at college / university,Earning while playing,improving
22,Spain,Bachelor (or equivalent),severe anxiety,17,League of Legends,Female,35.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Spain,Moderate,34.0,dissatisfied,12,Student at college / university,Fun,fun
21,Belgium,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,platinum,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Denmark,None,1.0,Satisfied,28,Student at college / university,Fun,winning
20,Germany,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,19.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,12.0,Extremely satisfied,31,Student at college / university,Fun,improving
18,USA,None,minimal anxiety,0,League of Legends,Male,15.0,unranked,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,USA,None,0.0,Satisfied,27,Student at school,Fun,improving
19,Estonia,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,21.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Estonia,None,19.0,Extremely satisfied,32,Student at school,Fun,fun
18,Canada,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,69.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,Mild,23.0,Slightly satisfied,25,Student at college / university,Fun,winning
